Time,Latitude,Longitude,Course,feet
Wed 12:02:34 AM,35.0534,21.0261,→ 104°,"39,025"
Wed 12:03:05 AM,35.0331,21.1239,→ 104°,"39,025"
Wed 12:03:37 AM,35.0107,21.2309,→ 104°,"39,000"
Wed 12:04:07 AM,34.9916,21.3217,→ 104°,"39,000"
Wed 12:04:38 AM,34.9696,21.4261,→ 105°,"39,000"
Wed 12:05:08 AM,34.9486,21.525,→ 105°,"38,975"
Wed 12:05:46 AM,34.9229,21.6457,→ 105°,"39,000"
Wed 12:06:16 AM,34.902,21.7436,→ 105°,"39,000"
Wed 12:06:47 AM,34.8806,21.8429,→ 105°,"39,000"
Wed 12:07:17 AM,34.8594,21.9413,→ 105°,"39,000"
Wed 12:07:47 AM,34.8383,22.0385,→ 105°,"39,000"
Wed 12:08:17 AM,34.8174,22.1345,→ 105°,"39,000"
Wed 12:08:47 AM,34.796,22.2323,→ 105°,"39,000"
Wed 12:09:17 AM,34.7746,22.3298,→ 105°,"39,000"
Wed 12:09:47 AM,34.7532,22.4268,→ 105°,"39,000"
Wed 12:10:18 AM,34.7316,22.5244,→ 105°,"39,000"
Wed 12:10:48 AM,34.7101,22.6217,→ 105°,"39,000"
Wed 12:11:18 AM,34.6882,22.7197,→ 105°,"39,000"
Wed 12:11:48 AM,34.6663,22.8171,→ 105°,"39,000"
Wed 12:12:18 AM,34.6446,22.9128,→ 107°,"39,000"
Wed 12:12:48 AM,34.6168,23.0093,↘ 112°,"39,000"
Wed 12:13:18 AM,34.5823,23.1013,↘ 117°,"39,000"
Wed 12:13:48 AM,34.5444,23.1897,↘ 117°,"39,000"
Wed 12:14:18 AM,34.506,23.2804,↘ 117°,"39,000"
Wed 12:14:50 AM,34.4676,23.3711,↘ 117°,"39,000"
Wed 12:15:20 AM,34.4291,23.4613,↘ 117°,"39,000"
Wed 12:15:50 AM,34.3905,23.5512,↘ 117°,"39,000"
Wed 12:16:20 AM,34.3524,23.64,↘ 118°,"39,000"
Wed 12:16:50 AM,34.3133,23.7308,↘ 118°,"39,000"
Wed 12:17:20 AM,34.2741,23.8214,↘ 118°,"39,000"
Wed 12:17:50 AM,34.2356,23.9103,↘ 118°,"39,000"
Wed 12:18:20 AM,34.1969,23.9995,↘ 118°,"39,000"
Wed 12:18:50 AM,34.1576,24.0899,↘ 118°,"39,000"
Wed 12:19:21 AM,34.1181,24.1804,↘ 118°,"39,000"
Wed 12:19:56 AM,34.0708,24.2877,↘ 119°,"39,000"
Wed 12:20:14 AM,34.0451,24.3399,↘ 122°,"39,000"
Wed 12:20:33 AM,34.0166,24.391,↘ 125°,"39,000"
Wed 12:21:05 AM,33.9608,24.4768,↘ 130°,"39,000"
Wed 12:21:36 AM,33.902,24.553,↘ 135°,"39,000"
Wed 12:22:17 AM,33.817,24.646,↘ 138°,"39,000"
Wed 12:22:48 AM,33.7535,24.7142,↘ 138°,"39,000"
Wed 12:23:19 AM,33.6914,24.781,↘ 138°,"39,000"
Wed 12:23:49 AM,33.6286,24.848,↘ 138°,"39,000"
Wed 12:24:25 AM,33.5537,24.9277,↘ 138°,"39,000"
Wed 12:25:15 AM,33.4486,25.0392,↘ 138°,"39,000"
Wed 12:25:45 AM,33.3865,25.105,↘ 138°,"39,000"
Wed 12:26:15 AM,33.3246,25.1703,↘ 138°,"39,000"
Wed 12:28:23 AM,33.1309,25.4592,↘ 129°,
Wed 12:30:14 AM,32.9624,25.7087,↘ 129°,
Wed 12:32:17 AM,32.7751,25.984,↘ 129°,
Wed 12:33:20 AM,32.6789,26.1246,↘ 129°,
Wed 12:34:53 AM,32.5367,26.3315,↘ 129°,
Wed 12:36:22 AM,32.4002,26.529,↘ 129°,
Wed 12:38:07 AM,32.2389,26.7611,↘ 129°,
Wed 12:40:19 AM,32.0354,27.0518,↘ 129°,
Wed 12:41:19 AM,31.9427,27.1836,↘ 130°,
Wed 12:43:16 AM,31.7616,27.4396,↘ 130°,
Wed 12:44:22 AM,31.6536,27.5831,↘ 132°,
Wed 12:45:25 AM,31.5516,27.7161,↘ 132°,
Wed 12:47:23 AM,31.3603,27.9645,↘ 132°,
Wed 12:49:24 AM,31.1635,28.2181,↘ 133°,
Wed 12:51:19 AM,30.9721,28.4538,↘ 133°,
Wed 12:53:15 AM,30.7786,28.6907,↘ 134°,
Wed 12:54:25 AM,30.663,28.8346,↘ 133°,
Wed 12:56:19 AM,30.4759,29.07,↘ 133°,
Wed 12:57:23 AM,30.3707,29.2018,↘ 133°,
Wed 12:59:22 AM,30.1733,29.4444,↘ 133°,
Wed 01:01:24 AM,29.9697,29.6913,↘ 134°,
Wed 01:02:25 AM,29.8677,29.8144,↘ 134°,
Wed 01:04:16 AM,29.6818,30.0377,↘ 134°,
Wed 01:05:07 AM,29.399,30.7911,→ 89°,"39,000"
Wed 01:05:48 AM,29.3989,30.9103,→ 90°,"39,000"
Wed 01:06:33 AM,29.3988,31.0457,→ 90°,"39,000"
Wed 01:07:28 AM,29.3987,31.2089,→ 90°,"39,000"
Wed 01:07:58 AM,29.4012,31.3005,→ 85°,"39,000"
Wed 01:08:30 AM,29.4125,31.3971,→ 80°,"39,000"
Wed 01:09:14 AM,29.4312,31.5188,→ 81°,"39,000"
Wed 01:09:44 AM,29.444,31.6062,→ 81°,"38,975"
Wed 01:10:14 AM,29.4564,31.6907,→ 80°,"39,000"
Wed 01:10:53 AM,29.4737,31.8071,→ 81°,"38,975"
Wed 01:11:35 AM,29.492,31.9323,→ 81°,"39,000"
Wed 01:12:07 AM,29.5055,32.0243,→ 81°,"39,000"
Wed 01:12:37 AM,29.5176,32.1074,→ 81°,"39,000"
Wed 01:13:07 AM,29.53,32.1935,→ 81°,"39,000"
Wed 01:13:37 AM,29.5425,32.2808,→ 81°,"39,000"
Wed 01:14:08 AM,29.5558,32.3738,→ 81°,"39,000"
Wed 01:14:46 AM,29.571,32.4811,→ 81°,"39,000"
Wed 01:15:16 AM,29.5834,32.5682,→ 81°,"39,000"
Wed 01:15:46 AM,29.5952,32.6548,→ 83°,"39,000"
Wed 01:16:14 AM,29.6007,32.7392,→ 89°,"39,000"
Wed 01:16:57 AM,29.6014,32.8681,→ 89°,"39,000"
Wed 01:17:28 AM,29.6025,32.9592,→ 89°,"39,000"
Wed 01:17:58 AM,29.6034,33.0479,→ 90°,"39,000"
Wed 01:18:28 AM,29.604,33.1375,→ 90°,"39,000"
Wed 01:18:58 AM,29.6047,33.2268,→ 90°,"39,000"
Wed 01:19:29 AM,29.6052,33.3147,→ 90°,"39,000"
Wed 01:19:59 AM,29.6058,33.4054,→ 90°,"39,000"
Wed 01:20:29 AM,29.6062,33.4939,→ 90°,"39,000"
Wed 01:21:02 AM,29.6066,33.5897,→ 90°,"39,000"
Wed 01:21:32 AM,29.6069,33.6777,→ 90°,"39,000"
Wed 01:22:02 AM,29.6072,33.7676,→ 90°,"39,000"
Wed 01:22:33 AM,29.6075,33.8571,→ 90°,"39,000"
Wed 01:23:03 AM,29.6073,33.9461,→ 90°,"39,000"
Wed 01:23:32 AM,29.6065,34.0311,→ 94°,"39,000"
Wed 01:23:56 AM,29.596,34.0999,→ 106°,"39,000"
Wed 01:24:31 AM,29.5712,34.2009,→ 105°,"39,000"
Wed 01:25:01 AM,29.5517,34.2867,→ 104°,"39,000"
Wed 01:25:31 AM,29.5328,34.3701,→ 104°,"39,000"
Wed 01:26:01 AM,29.5133,34.4552,→ 105°,"39,000"
Wed 01:26:31 AM,29.4936,34.5409,→ 105°,"39,000"
Wed 01:27:01 AM,29.4747,34.6226,→ 105°,"39,000"
Wed 01:27:31 AM,29.4545,34.7091,→ 105°,"39,000"
Wed 01:28:02 AM,29.4378,34.7922,→ 100°,"39,000"
Wed 01:28:22 AM,29.4307,34.8475,→ 96°,"39,000"
Wed 01:28:43 AM,29.4272,34.9085,→ 92°,"39,025"
Wed 01:29:10 AM,29.4289,34.9905,→ 86°,"39,000"
Wed 01:29:41 AM,29.4394,35.0784,→ 79°,"39,000"
Wed 01:30:17 AM,29.4615,35.1817,→ 77°,"39,000"
Wed 01:30:48 AM,29.4788,35.2735,→ 78°,"39,000"
Wed 01:31:21 AM,29.4972,35.3677,→ 77°,"39,000"
Wed 01:31:56 AM,29.5171,35.4668,→ 77°,"39,000"
Wed 01:32:26 AM,29.5344,35.5536,→ 77°,"39,000"
Wed 01:32:56 AM,29.5513,35.6398,→ 77°,"39,000"
Wed 01:33:26 AM,29.5679,35.7254,→ 78°,"39,000"
Wed 01:33:56 AM,29.5849,35.813,→ 78°,"39,000"
Wed 01:34:26 AM,29.6023,35.9021,→ 77°,"39,000"
Wed 01:34:57 AM,29.6198,35.9901,→ 77°,"39,000"
Wed 01:35:28 AM,29.6378,36.0822,→ 77°,"39,000"
Wed 01:35:58 AM,29.6547,36.1698,→ 78°,"39,000"
Wed 01:36:28 AM,29.6717,36.2582,→ 78°,"39,000"
Wed 01:36:59 AM,29.6885,36.3466,→ 78°,"39,000"
Wed 01:37:29 AM,29.7056,36.436,→ 78°,"39,000"
Wed 01:37:58 AM,29.7206,36.5217,→ 80°,"39,000"
Wed 01:38:38 AM,29.7302,36.6411,→ 88°,"39,000"
Wed 01:39:10 AM,29.7292,36.7352,→ 93°,"39,000"
Wed 01:39:40 AM,29.7217,36.8222,→ 98°,"39,000"
Wed 01:40:11 AM,29.7067,36.9134,→ 103°,"39,000"
Wed 01:40:42 AM,29.6894,36.9985,→ 103°,"39,000"
Wed 01:41:20 AM,29.668,37.1068,→ 103°,"39,000"
Wed 01:41:51 AM,29.6499,37.1964,→ 103°,"39,000"
Wed 01:42:42 AM,29.6205,37.3418,→ 103°,"39,000"
Wed 01:43:12 AM,29.603,37.4276,→ 103°,"39,000"
Wed 01:44:13 AM,29.5677,37.6002,→ 103°,"39,000"
Wed 01:44:43 AM,29.5498,37.6868,→ 103°,"39,000"
Wed 01:45:13 AM,29.5319,37.7737,→ 103°,"39,000"
Wed 01:45:43 AM,29.5141,37.8598,→ 103°,"39,000"
Wed 01:46:13 AM,29.4964,37.945,→ 103°,"39,000"
Wed 01:46:43 AM,29.4784,38.0318,→ 103°,"39,000"
Wed 01:47:29 AM,29.455,38.1677,→ 101°,"39,000"
Wed 01:47:59 AM,29.44,38.2549,→ 101°,"39,000"
Wed 01:48:29 AM,29.4242,38.3438,→ 102°,"39,000"
Wed 01:48:59 AM,29.4088,38.4291,→ 102°,"39,000"
Wed 01:49:29 AM,29.393,38.5163,→ 102°,"39,000"
Wed 01:49:59 AM,29.3776,38.6018,→ 102°,"39,000"
Wed 01:50:29 AM,29.3621,38.6871,→ 102°,"39,000"
Wed 01:50:59 AM,29.3465,38.7724,→ 102°,"39,000"
Wed 01:52:00 AM,29.3137,38.9507,→ 102°,"39,000"
Wed 01:53:28 AM,29.2612,39.2019,→ 102°,"39,000"
Wed 01:53:59 AM,29.2456,39.2905,→ 101°,"39,000"
Wed 01:54:30 AM,29.2291,39.3821,→ 102°,"39,000"
Wed 01:55:00 AM,29.2127,39.4706,→ 102°,"39,000"
Wed 01:55:54 AM,29.183,39.6296,→ 102°,"39,000"
Wed 01:56:35 AM,29.1602,39.751,→ 102°,"38,975"
Wed 01:59:23 AM,29.0748,40.2058,→ 102°,
Wed 02:01:23 AM,29.0128,40.5303,→ 102°,
Wed 02:03:17 AM,28.9532,40.8381,→ 102°,
Wed 02:04:18 AM,28.9211,41.0027,→ 103°,
Wed 02:06:19 AM,28.8566,41.3289,→ 103°,
Wed 02:07:23 AM,28.8223,41.5012,→ 103°,
Wed 02:09:11 AM,28.7637,41.7918,→ 103°,
Wed 02:10:19 AM,28.7266,41.9746,→ 103°,
Wed 02:11:19 AM,28.6936,42.1358,→ 103°,
Wed 02:12:24 AM,28.6576,42.3103,→ 103°,
Wed 02:13:09 AM,28.6045,42.5353,→ 104°,"41,000"
Wed 02:13:41 AM,28.5864,42.6212,→ 104°,"41,000"
Wed 02:14:30 AM,28.5577,42.7562,→ 104°,"41,000"
Wed 02:16:07 AM,28.5014,43.0197,→ 104°,"41,000"
Wed 02:17:07 AM,28.4658,43.185,→ 104°,"41,000"
Wed 02:17:37 AM,28.4479,43.2675,→ 104°,"41,000"
Wed 02:18:08 AM,28.4295,43.3519,→ 104°,"41,000"
Wed 02:19:08 AM,28.3938,43.5154,→ 104°,"41,000"
Wed 02:19:39 AM,28.3759,43.5969,→ 104°,"41,000"
Wed 02:20:09 AM,28.3578,43.6794,→ 104°,"41,000"
Wed 02:21:09 AM,28.3218,43.8422,→ 104°,"41,000"
Wed 02:21:39 AM,28.3042,43.921,→ 104°,"41,000"
Wed 02:22:10 AM,28.2859,44.0031,→ 104°,"41,000"
Wed 02:22:45 AM,28.2642,44.1003,→ 104°,"41,000"
Wed 02:23:15 AM,28.2459,44.1821,→ 104°,"41,000"
Wed 02:23:52 AM,28.2229,44.2846,→ 104°,"41,000"
Wed 02:24:30 AM,28.1993,44.3888,→ 104°,"41,000"
Wed 02:25:11 AM,28.1751,44.4957,→ 104°,"41,000"
Wed 02:25:41 AM,28.1567,44.5765,→ 104°,"41,000"
Wed 02:26:11 AM,28.1383,44.6574,→ 105°,"41,000"
Wed 02:26:42 AM,28.1194,44.7395,→ 105°,"41,000"
Wed 02:27:12 AM,28.1008,44.8205,→ 105°,"41,025"
Wed 02:27:44 AM,28.0809,44.9073,→ 105°,"41,000"
Wed 02:28:18 AM,28.0604,44.9962,→ 105°,"41,000"
Wed 02:28:48 AM,28.042,45.0758,→ 105°,"41,000"
Wed 02:29:18 AM,28.0233,45.156,→ 105°,"41,000"
Wed 02:29:48 AM,28.0048,45.2353,→ 105°,"41,000"
Wed 02:30:18 AM,27.9861,45.3153,→ 105°,"41,000"
Wed 02:30:48 AM,27.9675,45.3947,→ 105°,"41,000"
Wed 02:31:18 AM,27.9487,45.4749,→ 105°,"41,000"
Wed 02:31:48 AM,27.93,45.5539,→ 105°,"41,000"
Wed 02:32:18 AM,27.9111,45.634,→ 105°,"41,000"
Wed 02:32:49 AM,27.8924,45.713,→ 105°,"41,000"
Wed 02:33:19 AM,27.873,45.7944,→ 105°,"41,000"
Wed 02:33:49 AM,27.8541,45.8741,→ 105°,"41,000"
Wed 02:34:19 AM,27.8349,45.9542,→ 105°,"41,000"
Wed 02:34:50 AM,27.8159,46.0339,→ 105°,"41,000"
Wed 02:35:20 AM,27.7965,46.1145,→ 105°,"41,000"
Wed 02:35:55 AM,27.7753,46.2024,→ 105°,"41,000"
Wed 02:36:25 AM,27.7558,46.2833,→ 105°,"41,000"
Wed 02:36:55 AM,27.7368,46.3616,→ 105°,"41,000"
Wed 02:37:25 AM,27.7171,46.4424,→ 105°,"41,000"
Wed 02:37:55 AM,27.6982,46.5199,→ 105°,"41,000"
Wed 02:38:28 AM,27.6767,46.608,→ 105°,"41,000"
Wed 02:38:58 AM,27.6569,46.6887,→ 105°,"41,000"
Wed 02:39:28 AM,27.6375,46.7676,→ 105°,"41,000"
Wed 02:39:58 AM,27.6177,46.8483,→ 105°,"41,000"
Wed 02:40:28 AM,27.5984,46.9262,→ 106°,"41,000"
Wed 02:41:03 AM,27.5757,47.0179,→ 106°,"41,000"
Wed 02:41:33 AM,27.5556,47.0986,→ 106°,"41,000"
Wed 02:42:03 AM,27.5364,47.1756,→ 106°,"41,000"
Wed 02:42:33 AM,27.5159,47.2582,→ 106°,"41,000"
Wed 02:43:03 AM,27.4956,47.3389,→ 106°,"41,000"
Wed 02:43:33 AM,27.4756,47.4185,→ 106°,"41,000"
Wed 02:44:04 AM,27.455,47.5005,→ 106°,"41,000"
Wed 02:44:34 AM,27.435,47.5796,→ 106°,"41,000"
Wed 02:45:04 AM,27.4143,47.6615,→ 106°,"41,000"
Wed 02:45:34 AM,27.3942,47.7406,→ 106°,"41,000"
Wed 02:46:04 AM,27.374,47.82,→ 106°,"41,000"
Wed 02:46:41 AM,27.3485,47.9199,→ 106°,"41,000"
Wed 02:47:20 AM,27.3224,48.0218,→ 106°,"41,000"
Wed 02:47:51 AM,27.3017,48.1023,→ 106°,"41,000"
Wed 02:48:21 AM,27.2814,48.1811,→ 106°,"41,000"
Wed 02:48:51 AM,27.2612,48.2597,→ 106°,"41,000"
Wed 02:49:27 AM,27.2359,48.3573,→ 106°,"41,000"
Wed 02:49:58 AM,27.2151,48.4375,→ 106°,"41,000"
Wed 02:50:28 AM,27.1951,48.5141,→ 106°,"41,000"
Wed 02:51:01 AM,27.173,48.5992,→ 106°,"41,000"
Wed 02:51:45 AM,27.1437,48.7111,→ 106°,"41,000"
Wed 02:52:15 AM,27.123,48.7897,→ 106°,"41,000"
Wed 02:52:45 AM,27.105,48.8726,→ 101°,"41,000"
Wed 02:53:15 AM,27.0958,48.9498,→ 95°,"41,000"
Wed 02:53:51 AM,27.0912,49.049,→ 93°,"41,000"
Wed 02:54:21 AM,27.0872,49.1296,→ 93°,"41,000"
Wed 02:54:59 AM,27.082,49.2336,→ 93°,"41,000"
Wed 02:55:29 AM,27.0782,49.3139,→ 93°,"41,000"
Wed 02:55:59 AM,27.0742,49.3972,→ 93°,"41,000"
Wed 02:56:31 AM,27.0702,49.4802,→ 93°,"41,000"
Wed 02:57:01 AM,27.066,49.5658,→ 93°,"41,000"
Wed 02:57:35 AM,27.0614,49.6576,→ 93°,"41,000"
Wed 02:58:05 AM,27.0572,49.7415,→ 93°,"41,000"
Wed 02:58:35 AM,27.0531,49.8224,→ 93°,"41,000"
Wed 02:59:05 AM,27.0489,49.9043,→ 93°,"41,000"
Wed 02:59:37 AM,27.0454,49.9922,→ 90°,"41,000"
Wed 03:00:07 AM,27.0466,50.0741,→ 89°,"41,025"
Wed 03:00:38 AM,27.0473,50.1568,→ 90°,"41,000"
Wed 03:01:08 AM,27.0474,50.2362,→ 91°,"41,000"
Wed 03:01:55 AM,27.0345,50.3643,→ 100°,"41,000"
Wed 03:02:25 AM,27.0176,50.4425,→ 106°,"41,000"
Wed 03:02:50 AM,26.9987,50.5057,↘ 111°,"41,000"
Wed 03:03:27 AM,26.9651,50.5951,↘ 113°,"41,000"
Wed 03:04:02 AM,26.9321,50.6826,↘ 113°,"41,000"
Wed 03:04:36 AM,26.9006,50.7653,↘ 113°,"41,000"
Wed 03:05:06 AM,26.8722,50.8398,↘ 113°,"41,000"
Wed 03:05:36 AM,26.8437,50.9141,↘ 113°,"41,000"
Wed 03:06:06 AM,26.8158,50.987,↘ 113°,"41,000"
Wed 03:06:38 AM,26.7861,51.0649,↘ 113°,"41,000"
Wed 03:07:09 AM,26.7597,51.1419,→ 109°,"41,000"
Wed 03:07:39 AM,26.7366,51.2154,→ 110°,"41,000"
Wed 03:08:09 AM,26.7122,51.2907,→ 110°,"41,000"
Wed 03:08:40 AM,26.6879,51.3661,→ 110°,"41,000"
Wed 03:09:10 AM,26.6641,51.4401,→ 110°,"41,000"
Wed 03:09:40 AM,26.6406,51.5132,→ 110°,"41,000"
Wed 03:10:11 AM,26.6175,51.5853,→ 110°,"41,000"
Wed 03:10:41 AM,26.5936,51.6593,→ 110°,"41,000"
Wed 03:11:11 AM,26.5704,51.731,→ 110°,"41,000"
Wed 03:11:41 AM,26.5472,51.8025,→ 110°,"41,000"
Wed 03:12:11 AM,26.5238,51.8749,→ 110°,"41,000"
Wed 03:12:44 AM,26.498,51.9533,→ 110°,"41,000"
Wed 03:13:14 AM,26.4737,52.0256,→ 110°,"41,000"
Wed 03:13:48 AM,26.4474,52.1045,→ 110°,"41,000"
Wed 03:14:18 AM,26.4235,52.176,→ 110°,"41,000"
Wed 03:14:48 AM,26.399,52.249,→ 110°,"40,725"
Wed 03:15:19 AM,26.3744,52.3226,→ 110°,"40,250"
Wed 03:15:50 AM,26.3496,52.3964,↘ 111°,"39,725"
Wed 03:16:20 AM,26.3226,52.4689,↘ 114°,"39,250"
Wed 03:16:50 AM,26.2942,52.5402,↘ 114°,"38,450"
Wed 03:17:20 AM,26.2667,52.6105,↘ 113°,"37,325"
Wed 03:17:50 AM,26.2385,52.684,↘ 113°,"36,450"
Wed 03:18:21 AM,26.2119,52.7535,↘ 113°,"35,375"
Wed 03:18:51 AM,26.1853,52.823,↘ 113°,"33,800"
Wed 03:19:21 AM,26.1583,52.8934,↘ 113°,"32,725"
Wed 03:19:51 AM,26.1314,52.9637,↘ 113°,"31,925"
Wed 03:20:21 AM,26.1052,53.0314,↘ 113°,"31,025"
Wed 03:21:00 AM,26.0714,53.1216,↘ 112°,"31,000"
Wed 03:21:31 AM,26.0461,53.1915,↘ 112°,"31,000"
Wed 03:22:01 AM,26.0213,53.2591,↘ 112°,"30,450"
Wed 03:22:31 AM,25.9954,53.3293,↘ 112°,"29,325"
Wed 03:23:01 AM,25.971,53.3952,↘ 112°,"28,400"
Wed 03:23:31 AM,25.9459,53.4631,↘ 112°,"27,775"
Wed 03:24:01 AM,25.9207,53.5315,↘ 112°,"27,275"
Wed 03:24:31 AM,25.8979,53.5983,→ 110°,"26,600"
Wed 03:25:01 AM,25.8758,53.6637,↘ 111°,"26,200"
Wed 03:25:31 AM,25.8545,53.7257,↘ 111°,"25,725"
Wed 03:26:02 AM,25.8345,53.7835,↘ 111°,"25,325"
Wed 03:26:32 AM,25.8158,53.8373,↘ 111°,"25,000"
Wed 03:27:03 AM,25.7961,53.8939,↘ 111°,"25,000"
Wed 03:27:33 AM,25.7779,53.9463,↘ 111°,"25,000"
Wed 03:28:04 AM,25.7579,54.0035,↘ 111°,"24,375"
Wed 03:28:34 AM,25.7397,54.0587,→ 109°,"23,600"
Wed 03:29:07 AM,25.7225,54.1169,→ 108°,"22,775"
Wed 03:29:39 AM,25.7057,54.1727,→ 109°,"21,500"
Wed 03:30:13 AM,25.6876,54.2317,→ 109°,"20,175"
Wed 03:30:45 AM,25.6713,54.2844,→ 109°,"18,900"
Wed 03:31:21 AM,25.6528,54.3444,→ 109°,"17,500"
Wed 03:31:52 AM,25.6371,54.3949,→ 109°,"16,475"
Wed 03:32:22 AM,25.6221,54.4435,→ 109°,"15,850"
Wed 03:32:52 AM,25.6081,54.4881,→ 109°,"15,125"
Wed 03:33:22 AM,25.5941,54.5331,→ 109°,"14,000"
Wed 03:33:50 AM,25.5811,54.5753,→ 107°,"13,300"
Wed 03:34:06 AM,25.577,54.5995,→ 96°,"13,100"
Wed 03:34:36 AM,25.5738,54.6462,→ 96°,"12,725"
Wed 03:35:07 AM,25.5699,54.6909,→ 95°,"12,400"
Wed 03:35:37 AM,25.5665,54.7352,→ 94°,"12,050"
Wed 03:36:10 AM,25.5633,54.7836,→ 94°,"11,675"
Wed 03:36:40 AM,25.5603,54.8276,→ 94°,"11,325"
Wed 03:37:11 AM,25.5573,54.8711,→ 94°,"10,975"
Wed 03:37:41 AM,25.5544,54.914,→ 94°,"10,625"
Wed 03:38:11 AM,25.5514,54.9582,→ 94°,"10,275"
Wed 03:38:50 AM,25.5475,55.0153,→ 94°,"10,200"
Wed 03:39:07 AM,25.5436,55.0393,↘ 111°,"10,125"
Wed 03:39:35 AM,25.5258,55.0744,↘ 121°,"9,600"
Wed 03:40:05 AM,25.5042,55.115,↘ 120°,"9,075"
Wed 03:40:35 AM,25.4846,55.1527,↘ 120°,"8,575"
Wed 03:41:05 AM,25.4646,55.1913,↘ 120°,"8,200"
Wed 03:41:23 AM,25.4496,55.2129,↘ 132°,"8,200"
Wed 03:41:39 AM,25.435,55.2303,↘ 133°,"8,200"
Wed 03:42:12 AM,25.4078,55.2634,↘ 132°,"8,200"
Wed 03:42:42 AM,25.383,55.2941,↘ 132°,"8,200"
Wed 03:42:58 AM,25.3695,55.3108,↘ 132°,"8,075"
Wed 03:43:21 AM,25.351,55.3361,↘ 124°,"7,450"
Wed 03:43:44 AM,25.337,55.362,↘ 121°,"6,900"
Wed 03:44:00 AM,25.327,55.3802,↘ 122°,"6,600"
Wed 03:44:31 AM,25.3064,55.4168,↘ 122°,"6,125"
Wed 03:44:47 AM,25.2959,55.4356,↘ 122°,"5,925"
Wed 03:45:03 AM,25.2868,55.452,↘ 122°,"5,750"
Wed 03:45:28 AM,25.2726,55.4773,↘ 122°,"5,200"
Wed 03:45:44 AM,25.2631,55.4944,↘ 121°,"4,750"
Wed 03:46:09 AM,25.249,55.5199,↘ 122°,"4,050"
Wed 03:46:39 AM,25.232,55.5501,↘ 122°,"3,525"
Wed 03:47:09 AM,25.2164,55.5783,↘ 121°,"3,250"
Wed 03:47:29 AM,25.2028,55.5938,↓ 156°,"3,050"
Wed 03:47:45 AM,25.1894,55.5952,↓ 194°,"2,850"
Wed 03:48:17 AM,25.1623,55.5786,↙ 222°,"2,475"
Wed 03:48:34 AM,25.1548,55.5655,↙ 241°,"2,325"
Wed 03:48:54 AM,25.1544,55.5445,← 282°,"2,200"
Wed 03:49:10 AM,25.1601,55.5315,← 300°,"2,175"
Wed 03:49:33 AM,25.1709,55.5118,← 302°,"2,225"
Wed 03:49:57 AM,25.1822,55.4916,← 301°,"2,100"
Wed 03:50:27 AM,25.1942,55.4701,← 301°,"1,675"